domain,variant,metric,mean,ci_low,ci_high
medical_triage,ethical_with_oversight,tpr_gap,0.007922690816612742,0.002815026846618518,0.01498410015334024
medical_triage,ethical_with_oversight,fpr_gap,0.019201610370054856,0.004275759788138744,0.03827598845977598
medical_triage,ethical_with_oversight,fnr_gap,-0.007922690816612728,-0.01498410015334024,-0.002815026846618493
medical_triage,ethical_with_oversight,aod,0.013562150593333799,0.0038176512884432246,0.024107259669608118
medical_triage,ethical_with_oversight,harm_rate,0.023744808151479814,0.01759838533114395,0.029582193030468894
medical_triage,ethical_with_oversight,escalation_rate,0.008159866777685262,0.006161532056619484,0.01015820149875104
medical_triage,ethical_with_oversight,override_rate,0.7177045177045176,0.63003663003663,0.8065934065934066
medical_triage,ethical_with_oversight,corrected_error_rate,0.7342857142857143,0.5485714285714286,0.9199999999999999
medical_triage,ethical_with_oversight,oversight_gain,-0.02314737718567863,-0.03222314737718564,-0.014071606994171626
medical_triage,label_correction_only,accuracy,0.7750208159866777,0.7640299750208159,0.7858451290591174
medical_triage,label_correction_only,balanced_accuracy,0.721027587137457,0.709377764677803,0.7323615801535088
medical_triage,label_correction_only,roc_auc,0.8263685302487517,0.814387879620605,0.8370744046863222
medical_triage,label_correction_only,precision,0.8052325141365138,0.7993874980971756,0.8108508311029567
medical_triage,label_correction_only,recall,0.8776585523375878,0.8651177856838776,0.8897285484242006
medical_triage,label_correction_only,utility,0.7782681099084098,0.7124063280599501,0.8427248126561189
medical_triage,label_correction_only,approval_rate_g0,0.7290999638566622,0.7079526884295649,0.7490701675819642
medical_triage,label_correction_only,approval_rate_g1,0.7369462008436425,0.730856330719031,0.7418962790579554
medical_triage,label_correction_only,spd,0.007846236986980282,-0.01703017953174608,0.03272265350570665
medical_triage,label_correction_only,disparate_impact,1.012089953633852,0.977632113905974,1.0465477933617302
medical_triage,label_correction_only,tpr_gap,0.012404268504071525,-0.009714047913561142,0.034522584921704194
medical_triage,label_correction_only,fpr_gap,-0.012422043864063714,-0.05706971056120379,0.03268683793978413
medical_triage,label_correction_only,fnr_gap,-0.012404268504071512,-0.03452258492170417,0.009714047913561152
medical_triage,label_correction_only,aod,-8.887679996094633e-06,-0.0278611612513558,0.02951264895191002
medical_triage,label_correction_only,harm_rate,0.1223414476624122,0.1102714515757994,0.13488221431612235
medical_triage,label_correction_only,escalation_rate,,,
medical_triage,label_correction_only,override_rate,,,
medical_triage,label_correction_only,corrected_error_rate,,,
medical_triage,label_correction_only,oversight_gain,,,
medical_triage,no_sensitive_proxy,accuracy,0.643796835970025,0.6318068276436303,0.6566194837635304
medical_triage,no_sensitive_proxy,balanced_accuracy,0.708775651307642,0.6994413635251798,0.7188715339480547
medical_triage,no_sensitive_proxy,roc_auc,0.8238512562734123,0.8129489533370855,0.834598413625087
medical_triage,no_sensitive_proxy,precision,0.9121162402210704,0.9078621456039537,0.9172332460092172
medical_triage,no_sensitive_proxy,recall,0.5202498030085486,0.5055443700107617,0.5360432098765432
medical_triage,no_sensitive_proxy,utility,-0.8058284762697753,-0.8856619483763531,-0.7232306411323897
medical_triage,no_sensitive_proxy,approval_rate_g0,0.3894000125818211,0.3760919828335487,0.4038557993730407
medical_triage,no_sensitive_proxy,approval_rate_g1,0.3778725180270909,0.3674146038793561,0.3923599525401009
medical_triage,no_sensitive_proxy,spd,-0.011527494554730155,-0.03158559217590752,0.008784369466796439
medical_triage,no_sensitive_proxy,disparate_impact,0.9722235179102622,0.9225493440679291,1.0231016159628434
medical_triage,no_sensitive_proxy,tpr_gap,-0.01445228290356394,-0.03479867843945198,0.00889034252579295
medical_triage,no_sensitive_proxy,fpr_gap,-0.016491051325733492,-0.03389121243285696,0.0011479752213637117
medical_triage,no_sensitive_proxy,fnr_gap,0.01445228290356394,-0.008890342525792915,0.03479867843945197
medical_triage,no_sensitive_proxy,aod,-0.015471667114648716,-0.03324873922841006,0.0029353490911698714
medical_triage,no_sensitive_proxy,harm_rate,0.4797501969914514,0.4639567901234568,0.4944556299892381
medical_triage,no_sensitive_proxy,escalation_rate,,,
medical_triage,no_sensitive_proxy,override_rate,,,
medical_triage,no_sensitive_proxy,corrected_error_rate,,,
medical_triage,no_sensitive_proxy,oversight_gain,,,
